Category,Description,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
BABYFOOD,"BABYFOOD,RAVIOLI,CHS FILLED,W/TOMATO SAU",51,0.05,0.09,0.1,0.42,9.4
BABYFOOD,"BABYFOOD,DINNER,BF NOODLE,STR",36,0.19,0.036,0.1,0.31,1.6
BABYFOOD,"BABYFOOD,MACARONI&CHS,TODD",3,0.06,0.05,0.0,0.01,0.0
BABYFOOD,"BABYFOOD,DINNER,BF&RICE,TODD",25,0.51,0.139,3.9,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",63,0.03,0.064,0.2,0.07,0.8
BABYFOOD,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",22,0.23,0.083,4.1,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,BF STEW,TODD",82,0.51,0.074,3.0,0.5,2.5
BABYFOOD,"BABYFOOD,DINNER,VEG&BF,STR",246,0.18,0.063,0.2,0.49,5.2
BABYFOOD,"BABYFOOD,DINNER,VEG&BF,JR",246,0.33,0.063,0.2,0.49,5.2
BABYFOOD,"BABYFOOD,DINNER,BF W/VEG",222,0.09,0.083,0.0,0.57,11.6
BABYFOOD,"BABYFOOD,DINNER,VEG&BACON,STR",114,0.06,0.058,0.3,0.51,9.1
BABYFOOD,"BABYFOOD,DINNER,VEG&HAM,STR",144,0.06,0.072,1.6,0.31,2.7
BABYFOOD,"BABYFOOD,DINNER,VEG&HAM,JR",144,0.03,0.046,1.1,0.31,2.7
BABYFOOD,"BABYFOOD,DINNER,VEG&LAMB,STR",100,0.16,0.046,1.2,0.24,2.3
BABYFOOD,"BABYFOOD,DINNER,VEG&LAMB,JR",138,0.16,0.044,1.7,0.24,0.0
BABYFOOD,"BABYFOOD,DINNER,CHICK NOODLE,STR",110,0.02,0.064,0.1,0.21,1.9
BABYFOOD,"BABYFOOD,DINNER,CHICK NOODLE,JR",87,0.01,0.052,0.1,0.15,1.6
BABYFOOD,"BABYFOOD,DINNER,CHICK SOUP,STR",69,0.12,0.037,1.0,0.51,6.9
BABYFOOD,"BABYFOOD,DINNER,CHICK STEW,TODD",52,0.14,0.046,1.9,0.22,3.7
BABYFOOD,"BABYFOOD,DINNER,VEG CHICK,STR",207,0.01,0.072,0.1,0.32,3.4
BABYFOOD,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR",71,0.08,0.021,0.7,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR",53,0.09,0.023,0.8,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,PASTA W/VEG",41,0.0,0.11,2.9,0.23,2.1
BABYFOOD,"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR",50,0.1,0.016,0.8,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR",50,0.12,0.018,0.8,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,TURKEY&RICE,STR",81,0.02,0.052,0.2,0.14,1.5
BABYFOOD,"BABYFOOD,DINNER,TURKEY&RICE,JR",94,0.02,0.052,0.3,0.31,3.0
BABYFOOD,"BABYFOOD,DINNER,VEG&TURKEY,STR",220,0.02,0.044,0.7,0.3,3.9
BABYFOOD,"BABYFOOD,DINNER,VEG&TURKEY,JR",216,0.01,0.052,0.4,0.31,4.8
BABYFOOD,"BABYFOOD,DINNER,VEG&TURKEY,TODD",105,0.44,0.06,3.4,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,MACARONI&CHS,STR",24,0.13,0.036,0.1,0.03,0.2
BABYFOOD,"BABYFOOD,DINNER,MACARONI&CHS,JR",30,0.03,0.016,1.3,0.03,0.2
BABYFOOD,"BABYFOOD,VEG,GRN BNS,STR",18,0.0,0.038,0.3,0.07,42.4
BABYFOOD,"BABYFOOD,VEG,GRN BNS,JR",24,0.0,0.035,8.4,0.32,11.1
BABYFOOD,"BABYFOOD,GRN BNS,DICES,TODD",24,0.0,0.03,1.7,0.31,11.0
BABYFOOD,"BABYFOOD,VEG,GRN BNS&POTATOES",14,0.15,0.08,1.1,0.08,1.4
BABYFOOD,"BABYFOOD,VEG,BEETS,STR",1,0.0,0.024,2.4,0.03,0.2
BABYFOOD,"BABYFOOD,VEG,CARROTS,STR",573,0.0,0.073,5.7,0.52,14.4
BABYFOOD,"BABYFOOD,VEG,CARROTS,JR",591,0.0,0.08,5.5,0.52,12.5
Babyfood,"Babyfood, vegetables, squash, strained",85,0.0,0.07,0.3,0.55,4.7
BABYFOOD,"BABYFOOD,VEG,SQUASH,JR",85,0.0,0.07,0.3,0.55,4.7
BABYFOOD,"BABYFOOD,VEG,SWT POTATOES,STR",322,0.0,0.093,9.9,0.52,1.4
BABYFOOD,"BABYFOOD,VEG,SWT POTATOES,JR",332,0.0,0.113,9.6,0.52,1.5
BABYFOOD,"BABYFOOD,POTATOES,TODDLER",0,0.0,0.07,10.5,0.02,0.2
BABYFOOD,"BABYFOOD,VEG,BUTTERNUT SQUASH&CORN",140,0.0,0.11,4.9,0.08,2.4
BABYFOOD,"BABYFOOD,APPLS,DICES,TODD",2,0.0,0.05,31.3,0.23,0.6
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC,STR",1,0.0,0.031,38.3,0.6,0.5
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC,JR",0,0.0,0.03,37.8,0.6,0.3
BABYFOOD,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",36,0.0,0.03,21.6,0.1,0.4
BABYFOOD,"BABYFOOD,VEG,CORN,CRMD,STR",5,0.02,0.041,2.1,0.04,0.0
BABYFOOD,"BABYFOOD,VEG,CORN,CRMD,JR",2,0.02,0.041,2.2,0.04,0.0
BABYFOOD,"BABYFOOD,VEG,PEAS,STR",11,0.0,0.016,0.6,0.02,15.5
BABYFOOD,"BABYFOOD,PEAS,DICES,TODD",15,0.0,0.06,6.0,0.45,18.0
BABYFOOD,"BABYFOOD,VEG,SPINACH,CRMD,STR",227,0.06,0.075,8.7,0.83,196.7
BABYFOOD,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",36,0.0,0.028,17.9,0.6,0.4
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",2,0.0,0.115,16.7,0.6,0.0
BABYFOOD,"BABYFOOD,FRUIT,PEACHES,STR",34,0.0,0.018,46.1,1.99,6.6
BABYFOOD,"BABYFOOD,FRUIT,PEACHES,JR",34,0.0,0.018,46.1,1.99,6.6
BABYFOOD,"BABYFOOD,FRUIT,PEARS,STR",1,0.0,0.008,24.5,0.09,3.2
BABYFOOD,"BABYFOOD,FRUIT,PEARS,JR",1,0.0,0.01,22.0,0.6,3.4
BABYFOOD,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",7,0.0,0.024,1.1,0.14,3.5
BABYFOOD,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",5,0.0,0.029,0.8,0.6,3.4
BABYFOOD,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",23,0.0,0.081,0.8,0.6,15.6
BABYFOOD,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",10,0.0,0.086,0.8,0.11,15.8
BABYFOOD,"BABYFOOD,PRUNES,WO/VIT C,STR",3,0.0,0.11,1.3,0.55,22.1
BABYFOOD,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",23,0.0,0.08,15.8,0.66,2.5
BABYFOOD,"BABYFOOD,PEARS,DICES,TODD",1,0.0,0.04,31.3,0.11,4.0
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",17,0.0,0.03,18.9,0.18,1.0
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",2,0.0,0.03,17.9,0.04,0.5
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",2,0.0,0.037,42.8,0.12,2.0
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,JR",2,0.0,0.039,42.8,0.06,1.2
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",0,0.0,0.1,17.3,0.02,0.3
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",0,0.0,0.039,28.1,0.6,0.0
BABYFOOD,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",1,0.0,0.039,26.8,0.6,0.0
BABYFOOD,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",1,0.0,0.034,26.8,0.21,0.8
BABYFOOD,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",2,0.0,0.034,28.9,0.07,0.8
BABYFOOD,"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",103,0.0,0.05,6.4,0.16,0.8
BABYFOOD,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",2,0.0,0.092,21.2,0.02,0.6
BABYFOOD,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",3,0.0,0.082,19.2,0.06,0.6
BABYFOOD,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",1,0.0,0.016,27.5,0.04,1.6
BABYFOOD,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",2,0.0,0.013,16.8,0.08,3.0
BABYFOOD,"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",9,0.0,0.014,80.9,0.0,0.0
BABYFOOD,"BABYFOOD,PEACHES,DICES,TODD",7,0.0,0.04,31.3,0.83,2.9
BABYFOOD,"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR",4,0.0,0.023,113.1,0.0,0.0
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",3,0.0,0.29,13.9,0.08,0.6
BABYFOOD,"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",1,0.0,0.037,27.8,0.12,3.5
BABYFOOD,"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",2,0.0,0.042,13.9,0.27,8.8
BABYFOOD,"BABYFOOD,JUICE,APPLE",1,0.0,0.029,57.9,0.6,0.0
BABYFOOD,"BABYFOOD,APPLE-BANANA JUC",0,0.0,0.06,27.9,0.02,0.0
BABYFOOD,"BABYFOOD,JUC,APPL&PEACH",3,0.0,0.022,58.5,0.15,0.5
BABYFOOD,"BABYFOOD,APPLE-CRANBERRY JUC",1,0.0,0.03,27.9,0.56,2.4
BABYFOOD,"BABYFOOD,JUC,APPL&PLUM",2,0.0,0.028,58.2,0.04,0.8
BABYFOOD,"BABYFOOD,JUC,APPL&PRUNE",1,0.0,0.035,67.5,0.05,1.3
BABYFOOD,"BABYFOOD,JUICE,ORANGE",3,0.0,0.054,62.5,0.04,0.1
BABYFOOD,"BABYFOOD,JUC,ORANGE&APPL",4,0.0,0.038,76.9,0.0,0.0
BABYFOOD,"BABYFOOD,JUC,ORANGE&APPL&BANANA",1,0.0,0.062,32.1,0.02,0.1
BABYFOOD,"BABYFOOD,JUC,ORANGE&APRICOT",11,0.0,0.056,85.9,0.6,0.0
BABYFOOD,"BABYFOOD,JUC,ORANGE&BANANA",2,0.0,0.054,34.0,0.0,0.0
BABYFOOD,"BABYFOOD,JUC,ORANGE&PNAPPL",2,0.0,0.062,53.4,0.6,0.0
BABYFOOD,"BABYFOOD,JUC,PRUNE&ORANGE",7,0.0,0.061,63.8,0.0,0.0
BABYFOOD,"BABYFOOD,JUC,MXD FRUIT",2,0.0,0.043,63.6,0.04,0.9
BABYFOOD,"BABYFOOD,CRL,BARLEY,DRY",0,0.0,0.374,2.2,5.0,2.3
BABYFOOD,"BABYFOOD,CRL,WHL WHEAT,W/APPLS,DRY",1,0.0,0.3,58.3,1.13,8.3
BABYFOOD,"BABYFOOD,CEREAL,MIXED,DRY",1,0.0,0.189,2.3,3.68,1.5
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,DRY",6,0.24,0.408,3.6,0.51,3.5
BABYFOOD,"BABYFOOD,CRL,MXD,W/APPLSAUC&BANANAS,STR",1,0.0,0.137,25.5,0.03,0.3
BABYFOOD,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR",1,0.0,0.139,9.1,0.03,0.3
BABYFOOD,"BABYFOOD,CRL,OATMEAL,DRY",0,0.0,0.563,0.0,4.95,4.1
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,DRY",3,0.22,0.423,4.7,5.0,3.0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,STR",2,0.0,0.2,21.8,0.16,2.2
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/APPLSAUC&BANANAS,JR",1,0.0,0.24,24.5,0.1,0.6
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",1,0.0,0.154,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CEREAL,RICE,DRY",0,0.0,0.479,2.4,5.0,0.0
BABYFOOD,"BABYFOOD,CRL,RICE,W/APPLSAUC&BANANAS,STR",1,0.0,0.234,31.6,0.04,0.2
BABYFOOD,"BABYFOOD,CRL,W/EGG YOLKS,STR",40,0.07,0.021,0.7,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,W/EGG YOLKS,JR",41,0.06,0.02,0.7,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,W/EGGS,STR",0,0.08,0.024,0.8,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,EGG YOLKS&BACON,JR",28,0.09,0.026,0.9,0.0,0.0
BABYFOOD,"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",4,0.0,0.38,2.7,2.48,7.5
BABYFOOD,"BABYFOOD,COOKIE,BABY,FRUIT",117,0.22,0.21,1.5,1.48,3.2
BABYFOOD,"BABYFOOD,CRACKERS,VEG",179,0.0,0.12,50.5,2.96,35.0
BABYFOOD,"BABYFOOD,CRL,RICE,W/MXD FRUIT,JR",1,0.02,0.11,9.3,0.04,0.2
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",3,0.3,0.351,3.1,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,DRY",1,0.21,0.686,2.0,0.37,3.8
BABYFOOD,"BABYFOOD,COOKIES",6,4.59,5.899,7.0,0.46,5.5
BABYFOOD,"BABYFOOD,COOKIES,ARROWROOT",0,0.07,0.04,5.5,0.0,0.0
BABYFOOD,"BABYFOOD,PRETZELS",0,0.0,0.083,3.8,0.28,0.5
BABYFOOD,"BABYFOOD,TEETHING BISCUITS",28,0.07,0.111,9.1,0.23,0.6
No Category,ZWIEBACK,16,0.0,0.082,5.3,0.18,3.0
BABYFOOD,"BABYFOOD,DSSRT,DUTCH APPL,STR",2,0.0,0.011,21.4,0.04,0.5
BABYFOOD,"BABYFOOD,DSSRT,DUTCH APPL,JR",1,0.0,0.017,18.0,0.04,0.5
BABYFOOD,"BABYFOOD,CHERRY COBBLER,JR",2,0.0,0.02,9.3,0.03,0.5
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",18,0.01,0.011,1.1,0.01,0.2
BABYFOOD,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",18,0.01,0.012,1.1,0.01,0.2
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",6,0.01,0.027,9.1,0.0,0.0
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,STR",7,0.0,0.007,20.5,0.31,1.1
BABYFOOD,"BABYFOOD,DSSRT,PEACH COBBLER,JR",7,0.0,0.007,20.5,0.31,1.1
BABYFOOD,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",11,0.06,0.04,27.2,0.0,0.0
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",7,0.0,0.037,2.5,0.29,1.5
BABYFOOD,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",7,0.0,0.033,3.0,0.29,1.5
BABYFOOD,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",1,0.0,0.031,18.8,0.0,0.0
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",18,0.01,0.02,0.8,0.23,0.0
BABYFOOD,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",13,0.23,0.03,0.4,0.09,0.0
BABYFOOD,"BABYFOOD,JUC,APPL&GRAPE",0,0.0,0.034,31.5,0.0,0.0
BABYFOOD,"BABYFOOD,JUC,FRUIT PUNCH,W/CA",0,0.0,0.05,21.2,0.01,0.1
BABYFOOD,"BABYFOOD,JUC,APPL&CHERRY",0,0.0,0.031,58.3,0.02,0.4
BABYFOOD,"BABYFOOD,JUC,APPL,W/CA",0,0.0,0.03,21.2,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,VEG&CHICK,JR",131,0.02,0.046,0.2,0.16,2.1
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,STR",136,0.0,0.075,2.8,0.0,0.0
BABYFOOD,"BABYFOOD,DINNER,MXD VEG,JR",122,0.0,0.075,3.3,0.0,0.0
BABYFOOD,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",2,0.0,0.139,25.7,0.6,0.2
BABYFOOD,"BABYFOOD,VEG,MIX VEG JR",210,0.0,0.081,2.5,0.52,7.4
BABYFOOD,"BABYFOOD,VEG,GARDEN VEG,STR",303,0.0,0.1,5.7,0.52,24.5
BABYFOOD,"BABYFOOD,VEG,MIX VEG STR",158,0.0,0.055,1.7,0.24,7.0
BABYFOOD,"BABYFOOD,DINNER,BF NOODLE,JR",33,0.1,0.031,1.4,0.47,4.6
BABYFOOD,"BABYFOOD,APPLS W/HAM,STR",0,0.02,0.07,0.1,0.07,0.5
BABYFOOD,"BABYFOOD,CARROTS&BF,STR",723,0.3,0.1,0.8,0.65,7.4
BABYFOOD,"BABYFOOD,PLUMS,BANANAS&RICE,STR",7,0.0,0.13,12.3,0.24,5.7
BABYFOOD,"BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD",113,0.1,0.13,0.3,0.15,3.9
BABYFOOD,"BABYFOOD,DINNER,APPLS&CHICK,STR",2,0.02,0.083,0.2,0.07,0.6
BABYFOOD,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",24,0.33,0.052,17.7,0.6,73.5
BABYFOOD,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",216,0.05,0.137,0.0,0.58,1.3
BABYFOOD,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",8,0.1,0.16,0.1,0.02,1.3
BABYFOOD,"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",0,0.3,0.096,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",0,0.3,0.113,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",25,0.3,0.066,1.2,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",22,0.34,0.102,1.4,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",22,0.3,0.06,1.3,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",23,0.33,0.104,1.6,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",0,0.3,0.06,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",22,0.3,0.113,1.2,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",21,0.3,0.115,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",0,0.3,0.067,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",0,0.35,0.092,0.0,0.0,0.0
BABYFOOD,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",23,0.33,0.147,1.1,0.0,0.0
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",60,0.22,0.05,5.9,0.99,5.3
INF FORMULA,"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",114,0.42,0.095,11.0,1.91,10.0
INF FORMULA,"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",461,1.1,0.384,46.1,7.7,41.0
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF",58,0.19,0.04,7.9,0.87,5.2
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC",113,0.38,0.077,15.3,1.7,10.2
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR",470,1.55,0.31,62.0,6.9,41.0
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",58,0.19,0.04,7.9,0.87,5.2
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC",118,0.39,0.079,15.8,1.22,10.3
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA",470,1.55,0.31,62.0,6.9,41.0
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON",470,1.55,0.31,62.0,6.9,41.0
INF FORMULA,"INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON",429,1.43,0.29,37.0,10.6,72.0
INF FORM,"INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA",118,0.39,0.079,15.8,1.22,10.3
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF",58,0.19,0.04,7.9,0.87,5.2
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",450,1.49,0.3,60.0,6.6,40.0
INF FORMMEAD JOHN,"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA",58,0.19,0.04,7.9,0.87,5.2
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON",112,0.37,0.077,15.1,1.68,10.1
INF FORM,"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA",470,1.55,0.31,62.0,6.9,41.0
INF FORM,"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",118,0.39,0.079,15.8,1.22,10.0
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON",1110,2.9,0.98,38.0,9.8,74.0
CHILD FORMULA,"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",222,0.57,0.194,7.6,2.0,15.1
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON",570,1.5,0.3,60.0,13.4,60.0
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR",75,0.19,0.039,7.8,1.74,7.8
INF FORMULA,"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",58,0.19,0.04,7.9,0.87,5.2
INFANT FORMULA,"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC",113,0.38,0.077,15.3,1.7,10.2
INF FOR,"INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA",58,0.19,0.04,7.9,0.87,5.2
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON",450,1.5,0.3,60.0,6.7,40.0
INF FOR,"INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA",470,1.56,0.31,62.0,4.7,42.0
INF FOR,"INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH",113,0.38,0.077,15.3,1.7,10.2
INF FORMULA,"INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA",58,0.19,0.04,7.9,0.87,5.2
INF FORM,"INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO)",462,1.28,0.308,46.2,8.61,41.1
INF FOR,"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",450,1.49,0.3,60.0,6.6,40.0
INF FOR,"INF FOR,ABB NUT,SIMI NAT CA,ADVA,RTF,W/ ARA & DHA,(FOR ROS)",292,0.43,0.195,28.9,2.09,9.4
INF FOR,"INF FOR,ABB NU,SIM,SP CA,AD 24,W/ IRO,R,W/ ARA & DHA,(FO RO)",294,0.43,0.196,29.1,2.11,9.4
INF FORM,"INF FORM,ABB NUTR,SIMI,ISO,W/ IRON,RTF,(FOR RO)",59,0.3,0.039,5.9,1.32,7.2
INF FORM,"INF FORM,ABBOTT NUTR,SIMI,ISO,W/ IRON,LIQ CONC,(FORM ROSS)",114,0.58,0.077,11.5,1.2,14.1
INF FORMULA,"INF FORMULA,A NUTR,SIM,IS,W/ IRON,PDR,NOT RECON,(FORROSS)",462,2.31,0.309,46.3,5.1,56.6
INF FO,"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",112,0.37,0.077,15.1,1.68,10.1
INF FO,"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",58,0.19,0.04,7.9,0.87,5.2
INF FORM,"INF FORM,ABBO NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF,(FORM RO)",59,0.3,0.039,5.9,1.32,9.8
INF FORM,"INF FORM,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,PDR,ARA&DHA",0,1.48,0.49,79.0,9.0,0.0
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF,(FORMERLY ROSS)",59,0.16,0.039,5.9,1.32,5.3
INF FORM,"INF FORM,ABB NUTR,SIMI,W/ IRON,LIQ CONC,NOT RECON,(FORM RO)",114,0.32,0.076,11.5,1.28,10.2
INF FO,"INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA",430,1.42,0.3,60.0,6.4,40.0
INF FORM,"INF FORM,ABBONUTR,SIMIL,W/ IRON,PDR,NOT REC,(FORME RO)",473,1.32,0.316,47.3,5.29,42.1
INF FORM,"INF FORM,MEJOH,ENFA,PROSO,LIPIL,LIQ CONC,NOT RE W/ ARA & DHA",113,0.38,0.077,15.3,1.16,10.2
INF FORMULA,"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF,(FORMERLY ROSS)",59,0.16,0.039,5.9,1.32,5.3
INF FORM,"INF FORM,AB NUTR,SIMILAC,LO IRON,LIQ CONC,NOT REC,(FORM RO)",114,0.32,0.076,11.5,1.28,10.2
